LEAF MEASUREMENTS
||
Betula lenta,0.014336917562724014,0.017921146953405017,0.017921146953405017,0.11827956989247312,0.2078853046594982,0.25448028673835127,0.29032258064516131,0.28315412186379929,0.28315412186379929,0.31182795698924731,0.35842293906810035,0.4157706093189964,0.43369175627240142,0.43010752688172044,0.43369175627240142,0.4265232974910394,0.43010752688172044,0.42293906810035842,0.41935483870967744,0.4050179211469534,0.37992831541218636,0.37992831541218636,0.35842293906810035,0.34050179211469533,0.31541218637992829,0.27956989247311825,0.24014336917562723,0.21146953405017921,0.16845878136200718,0.0071684587813620072,279.0,81.050179211469541,3.4193548387096775,23,21
Betula lenta,0.013404825737265416,0.013404825737265416,0.14209115281501342,0.26005361930294907,0.32439678284182305,0.37265415549597858,0.40482573726541554,0.44504021447721182,0.46380697050938335,0.47989276139410186,0.49597855227882037,0.49329758713136729,0.4906166219839142,0.4906166219839142,0.48257372654155495,0.46112600536193027,0.45040214477211798,0.42895442359249331,0.41823056300268097,0.37533512064343161,0.34316353887399464,0.32975871313672922,0.27345844504021449,0.24128686327077747,0.20107238605898123,0.1447721179624665,0.10455764075067024,0.069705093833780166,0.045576407506702415,0.0053619302949061663,373.0,115.31635388739946,3.2975871313672922,34,25
Betula lenta,0.035502958579881658,0.029585798816568046,0.21597633136094674,0.30177514792899407,0.37278106508875741,0.42307692307692307,0.4526627218934911,0.47633136094674555,0.50295857988165682,0.52958579881656809,0.54142011834319526,0.54437869822485208,0.53550295857988162,0.53254437869822491,0.51183431952662717,0.48520710059171596,0.47337278106508873,0.43195266272189348,0.41420118343195267,0.36982248520710059,0.34023668639053256,0.30177514792899407,0.25739644970414199,0.22485207100591717,0.17455621301775148,0.13609467455621302,0.091715976331360943,0.062130177514792898,0.047337278106508875,0.0059171597633136093,338.0,110.48816568047337,3.473372781065089,31,9
Betula lenta,0.099722991689750698,0.26315789473684209,0.32963988919667592,0.38504155124653738,0.41274238227146814,0.4376731301939058,0.46260387811634351,0.47368421052631576,0.49030470914127422,0.49307479224376732,0.49307479224376732,0.49030470914127422,0.49307479224376732,0.48199445983379502,0.47645429362880887,0.47091412742382271,0.45983379501385041,0.4376731301939058,0.39889196675900279,0.36842105263157893,0.33240997229916897,0.30193905817174516,0.25761772853185594,0.2188365650969529,0.18005540166204986,0.1440443213296399,0.096952908587257622,0.066481994459833799,0.041551246537396121,0.0027700831024930748,361.0,120.77562326869806,3.4598337950138505,34,11
Betula lenta,0.021126760563380281,0.11267605633802817,0.21478873239436619,0.2640845070422535,0.31338028169014087,0.34154929577464788,0.36971830985915494,0.38732394366197181,0.40492957746478875,0.41549295774647887,0.41901408450704225,0.4119718309859155,0.4119718309859155,0.4119718309859155,0.42253521126760563,0.40845070422535212,0.40492957746478875,0.38732394366197181,0.35915492957746481,0.34507042253521125,0.33098591549295775,0.30633802816901406,0.27464788732394368,0.24295774647887325,0.20422535211267606,0.1619718309859155,0.11971830985915492,0.084507042253521125,0.03873239436619718,0.0070422535211267607,284.0,81.732394366197184,3.140845070422535,26,15
Betula lenta,0.014164305949008499,0.22662889518413598,0.32011331444759206,0.37960339943342775,0.41926345609065158,0.43909348441926344,0.45609065155807366,0.49008498583569404,0.50424929178470257,0.52407932011331448,0.53257790368271951,0.5439093484419264,0.54107648725212465,0.54957507082152979,0.5382436260623229,0.52974504249291787,0.52407932011331448,0.49858356940509913,0.48158640226628896,0.44759206798866857,0.40793201133144474,0.38243626062322944,0.33427762039660058,0.29745042492917845,0.24645892351274787,0.21246458923512748,0.16713881019830029,0.13881019830028329,0.090651558073654395,0.0084985835694051,353.0,131.30878186968837,3.6543909348441925,35,16
Betula lenta,0.014925373134328358,0.029850746268656716,0.14029850746268657,0.22388059701492538,0.2656716417910448,0.30149253731343284,0.34328358208955223,0.35522388059701493,0.37313432835820898,0.39402985074626867,0.42089552238805972,0.43880597014925371,0.45970149253731341,0.46268656716417911,0.46865671641791046,0.46268656716417911,0.44776119402985076,0.43283582089552236,0.40895522388059702,0.38805970149253732,0.36716417910447763,0.33134328358208953,0.29850746268656714,0.2626865671641791,0.20597014925373133,0.17910447761194029,0.14029850746268657,0.092537313432835819,0.056716417910447764,0.0059701492537313433,335.0,98.564179104477617,3.2238805970149254,30,4
Betula lenta,0.048192771084337352,0.045180722891566265,0.26807228915662651,0.35542168674698793,0.42168674698795183,0.46385542168674698,0.5,0.52710843373493976,0.55421686746987953,0.57228915662650603,0.57228915662650603,0.57831325301204817,0.5993975903614458,0.60240963855421692,0.59638554216867468,0.58734939759036142,0.57831325301204817,0.55722891566265065,0.53915662650602414,0.50602409638554213,0.4759036144578313,0.44578313253012047,0.40662650602409639,0.36144578313253012,0.30722891566265059,0.25,0.1716867469879518,0.10542168674698796,0.057228915662650599,0.0030120481927710845,332.0,133.57228915662651,3.6686746987951806,36,1
Betula lenta,0.01984126984126984,0.027777777777777776,0.14285714285714285,0.21825396825396826,0.25793650793650796,0.29761904761904762,0.30555555555555558,0.32936507936507936,0.3531746031746032,0.36904761904761907,0.38492063492063494,0.3888888888888889,0.40079365079365081,0.40079365079365081,0.39285714285714285,0.38492063492063494,0.37698412698412698,0.37698412698412698,0.36507936507936506,0.3531746031746032,0.34523809523809523,0.32936507936507936,0.30555555555555558,0.26190476190476192,0.23015873015873015,0.20238095238095238,0.1626984126984127,0.11507936507936507,0.063492063492063489,0.0079365079365079361,252.0,68.654761904761898,3.1944444444444446,21,8
Betula lenta,0.016393442622950821,0.01092896174863388,0.16120218579234974,0.24043715846994534,0.29234972677595628,0.33333333333333331,0.37158469945355194,0.40710382513661203,0.42896174863387976,0.4344262295081967,0.43989071038251365,0.44808743169398907,0.44262295081967212,0.45355191256830601,0.44808743169398907,0.43169398907103823,0.42349726775956287,0.39890710382513661,0.36885245901639346,0.33879781420765026,0.30601092896174864,0.26775956284153007,0.23497267759562843,0.19945355191256831,0.15573770491803279,0.11475409836065574,0.081967213114754092,0.05737704918032787,0.040983606557377046,0.0027322404371584699,366.0,101.87978142076503,3.1775956284153004,32,24
