LEAF MEASUREMENTS
||
Betula lenta,0.017921146953405017,0.25448028673835127,0.28315412186379929,0.4157706093189964,0.43369175627240142,0.42293906810035842,0.37992831541218636,0.34050179211469533,0.24014336917562723,0.0071684587813620072,279.0,81.050179211469541,3.4193548387096775,23,21
Betula lenta,0.14209115281501342,0.37265415549597858,0.46380697050938335,0.49329758713136729,0.48257372654155495,0.42895442359249331,0.34316353887399464,0.24128686327077747,0.10455764075067024,0.0053619302949061663,373.0,115.31635388739946,3.2975871313672922,34,25
Betula lenta,0.21597633136094674,0.42307692307692307,0.50295857988165682,0.54437869822485208,0.51183431952662717,0.43195266272189348,0.34023668639053256,0.22485207100591717,0.091715976331360943,0.0059171597633136093,338.0,110.48816568047337,3.473372781065089,31,9
Betula lenta,0.32963988919667592,0.4376731301939058,0.49030470914127422,0.49030470914127422,0.47645429362880887,0.4376731301939058,0.33240997229916897,0.2188365650969529,0.096952908587257622,0.0027700831024930748,361.0,120.77562326869806,3.4598337950138505,34,11
Betula lenta,0.21478873239436619,0.34154929577464788,0.40492957746478875,0.4119718309859155,0.42253521126760563,0.38732394366197181,0.33098591549295775,0.24295774647887325,0.11971830985915492,0.0070422535211267607,284.0,81.732394366197184,3.140845070422535,26,15
Betula lenta,0.32011331444759206,0.43909348441926344,0.50424929178470257,0.5439093484419264,0.5382436260623229,0.49858356940509913,0.40793201133144474,0.29745042492917845,0.16713881019830029,0.0084985835694051,353.0,131.30878186968837,3.6543909348441925,35,16
Betula lenta,0.14029850746268657,0.30149253731343284,0.37313432835820898,0.43880597014925371,0.46865671641791046,0.43283582089552236,0.36716417910447763,0.2626865671641791,0.14029850746268657,0.0059701492537313433,335.0,98.564179104477617,3.2238805970149254,30,4
Betula lenta,0.26807228915662651,0.46385542168674698,0.55421686746987953,0.57831325301204817,0.59638554216867468,0.55722891566265065,0.4759036144578313,0.36144578313253012,0.1716867469879518,0.0030120481927710845,332.0,133.57228915662651,3.6686746987951806,36,1
Betula lenta,0.14285714285714285,0.29761904761904762,0.3531746031746032,0.3888888888888889,0.39285714285714285,0.37698412698412698,0.34523809523809523,0.26190476190476192,0.1626984126984127,0.0079365079365079361,252.0,68.654761904761898,3.1944444444444446,21,8
Betula lenta,0.16120218579234974,0.33333333333333331,0.42896174863387976,0.44808743169398907,0.44808743169398907,0.39890710382513661,0.30601092896174864,0.19945355191256831,0.081967213114754092,0.0027322404371584699,366.0,101.87978142076503,3.1775956284153004,32,24
Betula lenta,0.15730337078651685,0.27715355805243447,0.33333333333333331,0.36704119850187267,0.4044943820224719,0.40074906367041196,0.31835205992509363,0.24719101123595505,0.16479400749063669,0.0074906367041198503,267.0,71.052434456928836,3.2958801498127341,21,5
Betula lenta,0.016129032258064516,0.25806451612903225,0.40322580645161288,0.42338709677419356,0.45967741935483869,0.41935483870967744,0.35080645161290325,0.25806451612903225,0.125,0.0040322580645161289,248.0,69.278225806451616,3.2620967741935485,21,11
Betula lenta,0.067010309278350513,0.27835051546391754,0.37371134020618557,0.41237113402061853,0.4175257731958763,0.38402061855670105,0.31185567010309279,0.20103092783505155,0.092783505154639179,0.0025773195876288659,388.0,100.90463917525773,3.1494845360824741,32,0
Betula lenta,0.14248704663212436,0.34715025906735753,0.43523316062176165,0.47150259067357514,0.49481865284974091,0.47668393782383417,0.41968911917098445,0.30569948186528495,0.15544041450777202,0.012953367875647668,386.0,127.75388601036269,3.3108808290155443,38,0
Betula lenta,0.080882352941176475,0.29656862745098039,0.38725490196078433,0.42401960784313725,0.41176470588235292,0.37009803921568629,0.29901960784313725,0.19607843137254902,0.083333333333333329,0.0024509803921568627,408.0,104.47549019607843,3.2916666666666665,31,41
Betula lenta,0.30434782608695654,0.43236714975845408,0.51449275362318836,0.53140096618357491,0.51449275362318836,0.46618357487922707,0.35990338164251207,0.24154589371980675,0.091787439613526575,0.0024154589371980675,414.0,142.1328502415459,3.7681159420289854,37,0
Betula lenta,0.21404682274247491,0.43143812709030099,0.49832775919732442,0.5418060200668896,0.54515050167224077,0.49163879598662208,0.38461538461538464,0.2608695652173913,0.096989966555183951,0.0033444816053511705,299.0,102.66889632107024,3.408026755852843,30,0
Betula lenta,0.28627450980392155,0.40784313725490196,0.46274509803921571,0.47843137254901963,0.46666666666666667,0.45490196078431372,0.37647058823529411,0.27058823529411763,0.16862745098039217,0.0039215686274509803,255.0,84.882352941176464,3.6000000000000001,23,11

Quercus laurifolia,0.047727272727272729,0.15227272727272728,0.23181818181818181,0.28636363636363638,0.32500000000000001,0.32954545454545453,0.29772727272727273,0.22500000000000001,0.14545454545454545,0.0068181818181818179,440.0,91.009090909090915,3.0318181818181817,30,0
Quercus laurifolia,0.030368763557483729,0.1279826464208243,0.21908893709327548,0.26247288503253796,0.29284164859002171,0.30585683297180044,0.27548806941431669,0.2017353579175705,0.13232104121475055,0.0065075921908893707,461.0,86.65075921908894,2.9739696312364425,29,5
Quercus laurifolia,0.062645011600928072,0.1716937354988399,0.26218097447795824,0.3248259860788863,0.36658932714617171,0.38747099767981441,0.38051044083526681,0.3271461716937355,0.23433874709976799,0.013921113689095127,431.0,110.55916473317865,3.0812064965197217,35,24
Quercus laurifolia,0.045248868778280542,0.10859728506787331,0.19683257918552036,0.26923076923076922,0.31447963800904977,0.33257918552036198,0.31674208144796379,0.27828054298642535,0.20361990950226244,0.029411764705882353,442.0,93.947963800904972,3.0927601809954752,30,0
Quercus laurifolia,0.04328018223234624,0.1366742596810934,0.23462414578587698,0.30523917995444189,0.33712984054669703,0.33940774487471526,0.30979498861047838,0.25740318906605925,0.1776765375854214,0.0045558086560364463,439.0,95.715261958997729,2.9794988610478361,32,0
Quercus laurifolia,0.040816326530612242,0.13378684807256236,0.23129251700680273,0.29931972789115646,0.33786848072562359,0.35374149659863946,0.31972789115646261,0.22222222222222221,0.15646258503401361,0.0022675736961451248,441.0,93.734693877551024,2.9954648526077099,31,0
Quercus laurifolia,0.055309734513274339,0.14823008849557523,0.23230088495575221,0.28539823008849557,0.31858407079646017,0.31415929203539822,0.30088495575221241,0.25,0.1747787610619469,0.0022123893805309734,452.0,95.944690265486727,3.0199115044247788,31,0
Quercus laurifolia,0.037777777777777778,0.10222222222222223,0.16,0.22,0.22222222222222221,0.21777777777777776,0.18888888888888888,0.16444444444444445,0.15333333333333332,0.022222222222222223,450.0,67.980000000000004,3.1533333333333333,21,5
Quercus laurifolia,0.052863436123348019,0.11674008810572688,0.1828193832599119,0.23568281938325991,0.27753303964757708,0.30176211453744495,0.31938325991189426,0.29295154185022027,0.20704845814977973,0.013215859030837005,454.0,92.314977973568276,3.1035242290748899,29,2
Quercus laurifolia,0.059829059829059832,0.15598290598290598,0.22222222222222221,0.25854700854700857,0.28205128205128205,0.26709401709401709,0.22222222222222221,0.15384615384615385,0.094017094017094016,0.002136752136752137,468.0,80.912393162393158,2.9850427350427351,27,0
