num sections,num hidden neurons,right,wrong,percent
130,89,11,19,0.36666666666666664
100,69,10,20,0.3333333333333333
70,49,10,20,0.3333333333333333
40,29,9,21,0.3
140,96,10,20,0.3333333333333333
110,76,11,19,0.36666666666666664
80,56,11,19,0.36666666666666664
50,36,12,18,0.4
150,102,11,19,0.36666666666666664
120,82,9,21,0.3
90,62,10,20,0.3333333333333333
60,42,9,21,0.3
30,22,10,20,0.3333333333333333
