num sections,num hidden neurons,right,wrong,percent
130,89,23,7,0.7666666666666667
100,69,20,10,0.6666666666666666
70,49,21,9,0.7
40,29,20,10,0.6666666666666666
140,96,20,10,0.6666666666666666
110,76,23,7,0.7666666666666667
80,56,21,9,0.7
50,36,22,8,0.7333333333333333
150,102,23,7,0.7666666666666667
120,82,20,10,0.6666666666666666
90,62,19,11,0.6333333333333333
60,42,21,9,0.7
30,22,19,11,0.6333333333333333
