Deciduous tree leaf identification with artificial neural networks
||
Quercus laurifolia,0.11643835616438356,0.2534246575342466,0.3264840182648402,0.3150684931506849,0.19863013698630136,0.00684931506849315
Quercus laurifolia,0.09586056644880174,0.2440087145969499,0.29193899782135074,0.29193899782135074,0.17647058823529413,0.013071895424836602
Quercus laurifolia,0.14219114219114218,0.289044289044289,0.3682983682983683,0.38694638694638694,0.30303030303030304,0.011655011655011656
Quercus laurifolia,0.08636363636363636,0.22727272727272727,0.3159090909090909,0.32727272727272727,0.2590909090909091,0.029545454545454545
Quercus laurifolia,0.10526315789473684,0.2585812356979405,0.33867276887871856,0.32265446224256294,0.2311212814645309,0.02517162471395881
Quercus laurifolia,0.10344827586206896,0.26666666666666666,0.3425287356321839,0.3448275862068966,0.20689655172413793,0.011494252873563218
Quercus laurifolia,0.12026726057906459,0.2561247216035635,0.31625835189309576,0.311804008908686,0.22717149220489977,0.004454342984409799
Quercus laurifolia,0.09907834101382489,0.20967741935483872,0.2304147465437788,0.1935483870967742,0.17050691244239632,0.02304147465437788
Quercus laurifolia,0.09492273730684327,0.20088300220750552,0.2781456953642384,0.31567328918322296,0.2737306843267108,0.013245033112582781
Quercus laurifolia,0.11894273127753303,0.21365638766519823,0.2621145374449339,0.2643171806167401,0.17180616740088106,0.00881057268722467
Quercus laurifolia,0.125,0.23706896551724138,0.2823275862068966,0.23922413793103448,0.1336206896551724,0.008620689655172414
Quercus laurifolia,0.13406593406593406,0.26593406593406593,0.3274725274725275,0.3230769230769231,0.21978021978021978,0.004395604395604396
Quercus laurifolia,0.09174311926605505,0.23394495412844038,0.2981651376146789,0.3073394495412844,0.23853211009174313,0.01834862385321101
Quercus laurifolia,0.12719298245614036,0.28289473684210525,0.29605263157894735,0.25219298245614036,0.14912280701754385,0.008771929824561403
Quercus laurifolia,0.08857808857808858,0.19114219114219114,0.27505827505827507,0.30303030303030304,0.289044289044289,0.018648018648018648
Quercus laurifolia,0.1193058568329718,0.2841648590021692,0.3275488069414317,0.28633405639913234,0.17787418655097614,0.013015184381778741
Quercus laurifolia,0.10173160173160173,0.2748917748917749,0.36147186147186144,0.4090909090909091,0.3398268398268398,0.008658008658008658
Quercus laurifolia,0.11597374179431072,0.24945295404814005,0.2778993435448578,0.2538293216630197,0.1772428884026258,0.01312910284463895

Quercus phellos,0.13657407407407407,0.18287037037037038,0.16666666666666666,0.12731481481481483,0.09722222222222222,0.0023148148148148147
Quercus phellos,0.1101123595505618,0.1662921348314607,0.21348314606741572,0.19775280898876405,0.14157303370786517,0.0022471910112359553
