num sections,num hidden neurons,right,wrong,percent
130,89,23,7,0.7666666666666667
100,69,21,9,0.7
70,49,23,7,0.7666666666666667
40,29,19,11,0.6333333333333333
140,96,24,6,0.8
110,76,23,7,0.7666666666666667
80,56,20,10,0.6666666666666666
50,36,19,11,0.6333333333333333
150,102,19,11,0.6333333333333333
120,82,23,7,0.7666666666666667
90,62,19,11,0.6333333333333333
60,42,25,5,0.8333333333333334
30,22,21,9,0.7
