num sections,num hidden neurons,right,wrong,percent
130,89,20,10,0.6666666666666666
100,69,21,9,0.7
70,49,20,10,0.6666666666666666
40,29,19,11,0.6333333333333333
140,96,21,9,0.7
110,76,21,9,0.7
80,56,18,12,0.6
50,36,20,10,0.6666666666666666
150,102,20,10,0.6666666666666666
120,82,20,10,0.6666666666666666
90,62,21,9,0.7
60,42,20,10,0.6666666666666666
30,22,19,11,0.6333333333333333
